# MUI 3.8 symbol inventory -- the oracle for scripts/check-mui38.py.
# Source: mui38dev.lha (MUI 3.8 developer archive, (c) 1993-1997 Stefan Stuntz),
#         sha256 8d28b0262fa6f43a9a8e114da368a9309256bbc2f99fa1c23d8e4c105d565722
# Regenerate: python3 scripts/check-mui38.py --gen-inventory <mui38-SDK-root> > scripts/mui38-symbols.tsv
# Columns: name<TAB>version-introduced<TAB>access-flags  ('-' = not annotated)
# MUI 3.8 is muimaster.library 19; its headers annotate nothing above V18.
MUIM_ScreenList_Find	-	-
MUIM_ScreenList_Load	-	-
MUIM_ScreenList_Save	-	-
MUIM_ScreenPanel_Close	-	-
MUIM_ScreenPanel_CloseWindows	-	-
MUIM_ScreenPanel_Copy	-	-
MUIM_ScreenPanel_Create	-	-
MUIM_ScreenPanel_Delete	-	-
MUIM_ScreenPanel_Edit	-	-
MUIM_ScreenPanel_Finish	-	-
MUIM_ScreenPanel_Foo	-	-
MUIM_ScreenPanel_Jump	-	-
MUIM_ScreenPanel_Open	-	-
MUIM_ScreenPanel_SetStates	-	-
MUIM_ScreenPanel_Update	-	-
MUIM_Semaphore_Attempt	11	-
MUIM_Semaphore_AttemptShared	11	-
MUIM_Semaphore_Obtain	11	-
MUIM_Semaphore_ObtainShared	11	-
MUIM_Semaphore_Release	11	-
MUIM_Set	4	-
MUIM_SetAsString	4	-
MUIM_SetUData	8	-
MUIM_SetUDataOnce	11	-
MUIM_Settingsgroup_ConfigToGadgets	11	-
MUIM_Settingsgroup_GadgetsToConfig	11	-
MUIM_Setup	4	-
MUIM_Show	4	-
MUIM_Tron_Demo	-	-
MUIM_Window_AddEventHandler	16	-
MUIM_Window_GetMenuCheck	4	-
MUIM_Window_GetMenuState	4	-
MUIM_Window_RemEventHandler	16	-
MUIM_Window_ScreenToBack	4	-
MUIM_Window_ScreenToFront	4	-
MUIM_Window_SetCycleChain	4	-
MUIM_Window_SetMenuCheck	4	-
MUIM_Window_SetMenuState	4	-
MUIM_Window_Snapshot	11	-
MUIM_Window_ToBack	4	-
MUIM_Window_ToFront	4	-
MUIM_WriteLong	6	-
MUIM_WriteString	6	-
MUIO_BarTitle	-	-
MUIO_Button	-	-
MUIO_Checkmark	-	-
MUIO_Cycle	-	-
MUIO_HBar	-	-
MUIO_HSpace	-	-
MUIO_Label	-	-
MUIO_Label_Centered	-	-
MUIO_Label_DoubleFrame	-	-
MUIO_Label_FreeVert	-	-
MUIO_Label_LeftAligned	-	-
MUIO_Label_SingleFrame	-	-
MUIO_Menuitem	-	-
MUIO_Menuitem_CopyStrings	-	-
MUIO_MenustripNM	-	-
MUIO_MenustripNM_CommandKeyCheck	-	-
MUIO_NumericButton	-	-
MUIO_PopButton	-	-
MUIO_Radio	-	-
MUIO_Slider	-	-
MUIO_String	-	-
MUIO_VBar	-	-
MUIO_VSpace	-	-
MUIPEN	-	-
MUIPEN_MASK	-	-
MUIPEN_OFFSET	-	-
MUIP_BoopsiQuery	-	-
MUISERIALNR_STUNTZI	-	-
MUIV_Application_Load_ENV	-	-
MUIV_Application_Load_ENVARC	-	-
MUIV_Application_Package_NetConnect	-	-
MUIV_Application_ReturnID_Quit	-	-
MUIV_Application_Save_ENV	-	-
MUIV_Application_Save_ENVARC	-	-
MUIV_Cycle_Active_Next	-	-
MUIV_Cycle_Active_Prev	-	-
MUIV_Dirlist_SortDirs_First	-	-
MUIV_Dirlist_SortDirs_Last	-	-
MUIV_Dirlist_SortDirs_Mix	-	-
MUIV_Dirlist_SortType_Date	-	-
MUIV_Dirlist_SortType_Name	-	-
MUIV_Dirlist_SortType_Size	-	-
MUIV_Dirlist_Status_Invalid	-	-
MUIV_Dirlist_Status_Reading	-	-
MUIV_Dirlist_Status_Valid	-	-
MUIV_DragQuery_Accept	-	-
MUIV_DragQuery_Refuse	-	-
MUIV_DragReport_Abort	-	-
MUIV_DragReport_Continue	-	-
MUIV_DragReport_Lock	-	-
MUIV_DragReport_Refresh	-	-
MUIV_EveryTime	-	-
MUIV_Font_Big	-	-
MUIV_Font_Button	-	-
MUIV_Font_Fixed	-	-
MUIV_Font_Inherit	-	-
MUIV_Font_List	-	-
MUIV_Font_Normal	-	-
MUIV_Font_Tiny	-	-
MUIV_Font_Title	-	-
MUIV_Frame_Button	-	-
MUIV_Frame_Count	-	-
MUIV_Frame_Gauge	-	-
MUIV_Frame_Group	-	-
MUIV_Frame_ImageButton	-	-
MUIV_Frame_InputList	-	-
MUIV_Frame_None	-	-
MUIV_Frame_PopUp	-	-
MUIV_Frame_Prop	-	-
MUIV_Frame_ReadList	-	-
MUIV_Frame_Slider	-	-
MUIV_Frame_String	-	-
MUIV_Frame_Text	-	-
MUIV_Frame_Virtual	-	-
MUIV_Group_ActivePage_Advance	-	-
MUIV_Group_ActivePage_First	-	-
MUIV_Group_ActivePage_Last	-	-
MUIV_Group_ActivePage_Next	-	-
MUIV_Group_ActivePage_Prev	-	-
MUIV_Imageadjust_Type_All	-	-
MUIV_Imageadjust_Type_Background	-	-
MUIV_Imageadjust_Type_Image	-	-
MUIV_Imageadjust_Type_Pen	-	-
MUIV_InputMode_Immediate	-	-
MUIV_InputMode_None	-	-
MUIV_InputMode_RelVerify	-	-
MUIV_InputMode_Toggle	-	-
MUIV_List_Active_Bottom	-	-
MUIV_List_Active_Down	-	-
MUIV_List_Active_Off	-	-
MUIV_List_Active_PageDown	-	-
MUIV_List_Active_PageUp	-	-
MUIV_List_Active_Top	-	-
MUIV_List_Active_Up	-	-
MUIV_List_ConstructHook_String	-	-
MUIV_List_CopyHook_String	-	-
MUIV_List_CursorType_Bar	-	-
MUIV_List_CursorType_None	-	-
MUIV_List_CursorType_Rect	-	-
MUIV_List_DestructHook_String	-	-
MUIV_List_Exchange_Active	-	-
MUIV_List_Exchange_Bottom	-	-
MUIV_List_Exchange_Next	-	-
MUIV_List_Exchange_Previous	-	-
MUIV_List_Exchange_Top	-	-
MUIV_List_GetEntry_Active	-	-
MUIV_List_Insert_Active	-	-
MUIV_List_Insert_Bottom	-	-
MUIV_List_Insert_Sorted	-	-
MUIV_List_Insert_Top	-	-
MUIV_List_Jump_Active	-	-
MUIV_List_Jump_Bottom	-	-
MUIV_List_Jump_Down	-	-
MUIV_List_Jump_Top	-	-
MUIV_List_Jump_Up	-	-
MUIV_List_Move_Active	-	-
MUIV_List_Move_Bottom	-	-
MUIV_List_Move_Next	-	-
MUIV_List_Move_Previous	-	-
MUIV_List_Move_Top	-	-
MUIV_List_NextSelected_End	-	-
MUIV_List_NextSelected_Start	-	-
MUIV_List_Redraw_Active	-	-
MUIV_List_Redraw_All	-	-
MUIV_List_Remove_Active	-	-
MUIV_List_Remove_First	-	-
MUIV_List_Remove_Last	-	-
MUIV_List_Remove_Selected	-	-
MUIV_List_Select_Active	-	-
MUIV_List_Select_All	-	-
MUIV_List_Select_Ask	-	-
MUIV_List_Select_Off	-	-
MUIV_List_Select_On	-	-
MUIV_List_Select_Toggle	-	-
MUIV_Listview_DragType_Immediate	-	-
MUIV_Listview_DragType_None	-	-
MUIV_Listview_MultiSelect_Always	-	-
MUIV_Listview_MultiSelect_Default	-	-
MUIV_Listview_MultiSelect_None	-	-
MUIV_Listview_MultiSelect_Shifted	-	-
MUIV_Listview_ScrollerPos_Default	-	-
MUIV_Listview_ScrollerPos_Left	-	-
MUIV_Listview_ScrollerPos_None	-	-
MUIV_Listview_ScrollerPos_Right	-	-
MUIV_Menuitem_Shortcut_Check	-	-
MUIV_NotTriggerValue	-	-
MUIV_Notify_Application	-	-
MUIV_Notify_Parent	-	-
MUIV_Notify_Self	-	-
MUIV_Notify_Window	-	-
MUIV_Palette_Entry_End	-	-
MUIV_Prop_UseWinBorder_Bottom	-	-
MUIV_Prop_UseWinBorder_Left	-	-
MUIV_Prop_UseWinBorder_None	-	-
MUIV_Prop_UseWinBorder_Right	-	-
MUIV_Scrollbar_Type_Bottom	-	-
MUIV_Scrollbar_Type_Default	-	-
MUIV_Scrollbar_Type_Sym	-	-
MUIV_Scrollbar_Type_Top	-	-
MUIV_String_Format_Center	-	-
MUIV_String_Format_Left	-	-
MUIV_String_Format_Right	-	-
MUIV_TriggerValue	-	-
MUIV_Tron_Demo_Simple	-	-
MUIV_Window_ActiveObject_Next	-	-
MUIV_Window_ActiveObject_None	-	-
MUIV_Window_ActiveObject_Prev	-	-
MUIV_Window_AltHeight_MinMax	-	-
MUIV_Window_AltHeight_Scaled	-	-
MUIV_Window_AltHeight_Screen	-	-
MUIV_Window_AltHeight_Visible	-	-
MUIV_Window_AltLeftEdge_Centered	-	-
MUIV_Window_AltLeftEdge_Moused	-	-
MUIV_Window_AltLeftEdge_NoChange	-	-
MUIV_Window_AltTopEdge_Centered	-	-
MUIV_Window_AltTopEdge_Delta	-	-
MUIV_Window_AltTopEdge_Moused	-	-
MUIV_Window_AltTopEdge_NoChange	-	-
MUIV_Window_AltWidth_MinMax	-	-
MUIV_Window_AltWidth_Scaled	-	-
MUIV_Window_AltWidth_Screen	-	-
MUIV_Window_AltWidth_Visible	-	-
MUIV_Window_Height_Default	-	-
MUIV_Window_Height_MinMax	-	-
MUIV_Window_Height_Scaled	-	-
MUIV_Window_Height_Screen	-	-
MUIV_Window_Height_Visible	-	-
MUIV_Window_LeftEdge_Centered	-	-
MUIV_Window_LeftEdge_Moused	-	-
MUIV_Window_Menu_NoMenu	-	-
MUIV_Window_TopEdge_Centered	-	-
MUIV_Window_TopEdge_Delta	-	-
MUIV_Window_TopEdge_Moused	-	-
MUIV_Window_Width_Default	-	-
MUIV_Window_Width_MinMax	-	-
MUIV_Window_Width_Scaled	-	-
MUIV_Window_Width_Screen	-	-
MUIV_Window_Width_Visible	-	-
MUIX_B	-	-
MUIX_C	-	-
MUIX_I	-	-
MUIX_L	-	-
MUIX_N	-	-
MUIX_PH	-	-
MUIX_PT	-	-
MUIX_R	-	-
MUIX_U	-	-
MUI_AddClipRegion	-	-
MUI_AddClipping	-	-
MUI_AllocAslRequest	-	-
MUI_AllocAslRequestTags	-	-
MUI_AslRequest	-	-
MUI_AslRequestTags	-	-
MUI_BeginRefresh	-	-
MUI_CreateCustomClass	-	-
MUI_DeleteCustomClass	-	-
MUI_DisposeObject	-	-
MUI_EHF_ALWAYSKEYS	-	-
MUI_EndRefresh	-	-
MUI_Error	-	-
MUI_EventHandlerRC_Eat	-	-
MUI_FreeAslRequest	-	-
MUI_FreeClass	-	-
MUI_GetClass	-	-
MUI_LPR_ABOVE	-	-
MUI_LPR_BELOW	-	-
MUI_LPR_LEFT	-	-
MUI_LPR_RIGHT	-	-
MUI_Layout	-	-
MUI_MAXMAX	-	-
MUI_MUI33_MCC_H	-	-
MUI_MakeObject	-	-
MUI_MakeObjectA	-	-
MUI_NewObject	-	-
MUI_NewObjectA	-	-
MUI_OBSOLETE	-	-
MUI_ObtainPen	-	-
MUI_Private	-	-
MUI_RXERR_BADDEFINITION	-	-
MUI_RXERR_BADSYNTAX	-	-
MUI_RXERR_OUTOFMEMORY	-	-
MUI_RXERR_UNKNOWNCOMMAND	-	-
MUI_Redraw	-	-
MUI_RejectIDCMP	-	-
MUI_ReleasePen	-	-
MUI_RemoveClipRegion	-	-
MUI_RemoveClipping	-	-
MUI_Request	-	-
MUI_RequestA	-	-
MUI_RequestIDCMP	-	-
MUI_SetError	-	-
MenuObject	-	-
MenuObjectT	-	-
MenuitemObject	-	-
MenustripObject	-	-
NoFrame	-	-
NotifyObject	-	-
NumericObject	-	-
NumericbuttonObject	-	-
PRAGMAS_MUIMASTER_LIB_H	-	-
PROTO_MUIMASTER_H	-	-
PSD_FILENAME_SAVE	-	-
PSD_FILENAME_USE	-	-
PSD_ID_MPUB	-	-
PSD_INITIAL_NAME	-	-
PSD_INITIAL_TITLE	-	-
PSD_MAXLEN_BACKGROUND	-	-
PSD_MAXLEN_FONT	-	-
PSD_MAXLEN_NAME	-	-
PSD_MAXLEN_TITLE	-	-
PSD_MAXMUIPENS	-	-
PSD_MAXSYSPENS	-	-
PSD_NAME_FRONTMOST	-	-
PSD_NUMCOLS	-	-
PSD_NUMMUIPENS	-	-
PSD_NUMSYSPENS	-	-
PageGroup	-	-
PageGroupV	-	-
PaletteObject	-	-
PenadjustObject	-	-
PendisplayObject	-	-
PopButton	-	-
PopaslObject	-	-
PoplistObject	-	-
PopobjectObject	-	-
PoppenObject	-	-
PopstringObject	-	-
PropFrame	-	-
PropObject	-	-
REG	-	-
Radio	-	-
RadioObject	-	-
ReadListFrame	-	-
RectangleHeight	-	-
RectangleObject	-	-
RectangleWidth	-	-
RegisterGroup	-	-
RegisterObject	-	-
RowGroup	-	-
RowGroupV	-	-
SAVEDS	-	-
SYSPEN_OFFSET	-	-
ScaleObject	-	-
ScrmodelistObject	-	-
ScrollbarObject	-	-
ScrollgroupObject	-	-
SimpleButton	-	-
Slider	-	-
SliderFrame	-	-
SliderObject	-	-
String	-	-
StringFrame	-	-
StringObject	-	-
SubWindow	-	-
TAGBASE_STUNTZI	-	-
TRON_MCC_H	-	-
TextFrame	-	-
TextObject	-	-
TronObject	-	-
USE_PSI_COLORS_BODY	-	-
USE_PSI_FREQS_BODY	-	-
USE_PSI_SIZES_BODY	-	-
USE_PSI_SIZES_COLORS	-	-
VCenter	-	-
VGroup	-	-
VGroupV	-	-
VSpace	-	-
VirtgroupObject	-	-
VirtualFrame	-	-
VolumelistObject	-	-
WindowContents	-	-
WindowObject	-	-
_INCLUDE_PRAGMA_MUIMASTER_LIB_H	-	-
_INLINE_MUIMASTER_H	-	-
_addleft	-	-
_addtop	-	-
_app	-	-
_bottom	-	-
_defheight	-	-
_defwidth	-	-
_dri	-	-
_flags	-	-
_font	-	-
_height	-	-
_left	-	-
_maxheight	-	-
_maxwidth	-	-
_mbottom	-	-
_mheight	-	-
_minheight	-	-
_minwidth	-	-
_mleft	-	-
_mright	-	-
_mtop	-	-
_mwidth	-	-
_pens	-	-
_right	-	-
_rp	-	-
_screen	-	-
_subheight	-	-
_subwidth	-	-
_top	-	-
_width	-	-
_win	-	-
_window	-	-
get	-	-
ihn_Current	-	-
ihn_Millis	-	-
ihn_Signals	-	-
muiAreaData	-	-
muiGlobalInfo	-	-
muiNotifyData	-	-
muiRenderInfo	-	-
muiUserData	-	-
nnset	-	-
set	-	-
setcheckmark	-	-
setcycle	-	-
setmutex	-	-
setslider	-	-
setstring	-	-
